symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
HEROMOTOCO,HEROMOTOCOEQN,,4319.95,89.9,2.13,4230.05,11304,48832714,548145903394.84,6246.25,3997.5,4319.95,https://nsearchives.nseindia.com/today/preOpen_HEROMOTOCOEQN.svg
