symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath,preOpenPrice,buyQty,sellQty
KALYANKJIL,KALYANKJILEQN,,587.0,-0.8,-0.14,587.8,10554,6195198,224231393282.54,795.4,399.4,587.0,https://nsearchives.nseindia.com/today/preOpen_KALYANKJILEQN.svg,585.0,82,0
M&M,M&MEQN,,3158.0,-4.4,-0.14,3162.4,7534,23792372,2784452406825.51,3270.95,2425.0,3158.0,https://nsearchives.nseindia.com/today/preOpen_M&MEQN.svg,3150.3,150,0
ASIANPAINT,ASIANPAINTEQN,,2447.5,-3.7,-0.15,2451.2,2151,5264572,1104196784769.06,3394.9,2124.75,2447.5,https://nsearchives.nseindia.com/today/preOpen_ASIANPAINTEQN.svg,2445.3,73,0
ICICIBANK,ICICIBANKEQN,,1422.0,-2.1,-0.15,1424.1,58063,82565586,10123854740623.9,1471.6,1153.0,1422.0,https://nsearchives.nseindia.com/today/preOpen_ICICIBANKEQN.svg,1421.3,10,0
MAXHEALTH,MAXHEALTHEQN,,1249.7,-1.9,-0.15,1251.6,2514,3141745,926903071764.55,1314.3,836.6,1249.7,https://nsearchives.nseindia.com/today/preOpen_MAXHEALTHEQN.svg,1245.0,851,0
POLYCAB,POLYCABEQN,,6770.5,-10.5,-0.15,6781.0,536,3628988,342117173216.31,7605.0,4555.0,6770.5,https://nsearchives.nseindia.com/today/preOpen_POLYCABEQN.svg,6745.5,1,0
DABUR,DABUREQN,,521.5,-0.9,-0.17,522.4,2664,1389276,306854983693.92,672.0,433.3,521.5,https://nsearchives.nseindia.com/today/preOpen_DABUREQN.svg,518.4,15,0
HFCL,HFCLEQN,,82.01,-0.14,-0.17,82.15,35050,2874450,77608742875.23,171.0,71.6,82.01,https://nsearchives.nseindia.com/today/preOpen_HFCLEQN.svg,81.85,1025,0
PIDILITIND,PIDILITINDEQN,,3060.0,-5.1,-0.17,3065.1,518,1585080,471272756179.8,3415.0,2622.2,3060.0,https://nsearchives.nseindia.com/today/preOpen_PIDILITINDEQN.svg,3045.3,10,0
DIXON,DIXONEQN,,15820.0,-29.0,-0.18,15849.0,600,9492000,613976198128.85,19148.9,10620.0,15820.0,https://nsearchives.nseindia.com/today/preOpen_DIXONEQN.svg,15809.0,34,0
AXISBANK,AXISBANKEQN,,1162.0,-2.3,-0.2,1164.3,24452,28413224,3326047823485.8,1339.65,933.5,1162.0,https://nsearchives.nseindia.com/today/preOpen_AXISBANKEQN.svg,1161.1,100,0
BANKINDIA,BANKINDIAEQN,,114.19,-0.23,-0.2,114.42,16853,1924444,138653842935.07,130.24,90.05,114.19,https://nsearchives.nseindia.com/today/preOpen_BANKINDIAEQN.svg,114.06,200,0
GAIL,GAILEQN,,185.3,-0.37,-0.2,185.67,17067,3162515,499394455576.83,246.3,150.52,185.3,https://nsearchives.nseindia.com/today/preOpen_GAILEQN.svg,185.12,1700,0
GODREJCP,GODREJCPEQN,,1284.1,-2.6,-0.2,1286.7,737,946381,515338320195.88,1541.85,979.5,1284.1,https://nsearchives.nseindia.com/today/preOpen_GODREJCPEQN.svg,1280.8,50,0
JIOFIN,JIOFINEQN,,331.0,-0.65,-0.2,331.65,62721,20760651,1084388444528.99,363.0,198.65,331.0,https://nsearchives.nseindia.com/today/preOpen_JIOFINEQN.svg,330.65,28,0
SYNGENE,SYNGENEEQN,,633.0,-1.3,-0.2,634.3,703,444999,119779478075.0,960.6,599.55,633.0,https://nsearchives.nseindia.com/today/preOpen_SYNGENEEQN.svg,630.6,190,0
DIVISLAB,DIVISLABEQN,,6830.0,-14.5,-0.21,6844.5,425,2902750,864981530491.88,7071.5,4395.3,6830.0,https://nsearchives.nseindia.com/today/preOpen_DIVISLABEQN.svg,6820.0,6,0
TATAPOWER,TATAPOWEREQN,,399.05,-0.85,-0.21,399.9,9601,3831279,668410519621.36,494.85,326.35,399.05,https://nsearchives.nseindia.com/today/preOpen_TATAPOWEREQN.svg,398.8,50,0
TRENT,TRENTEQN,,5419.0,-12.0,-0.22,5431.0,1441,7808779,1201040370278.0,8345.0,4488.0,5419.0,https://nsearchives.nseindia.com/today/preOpen_TRENTEQN.svg,5410.0,81,0
ABB,ABBEQN,,5880.0,-13.5,-0.23,5893.5,159,934920,307566603553.49,8940.6,4684.45,5880.0,https://nsearchives.nseindia.com/today/preOpen_ABBEQN.svg,5860.0,5,0
ADANIENT,ADANIENTEQN,,2575.0,-6.0,-0.23,2581.0,557,1434275,670425445573.91,3258.0,2025.0,2575.0,https://nsearchives.nseindia.com/today/preOpen_ADANIENTEQN.svg,2572.0,252,0
NCC,NCCEQN,,222.99,-0.51,-0.23,223.5,5579,1244061,91034311144.76,364.5,170.05,222.99,https://nsearchives.nseindia.com/today/preOpen_NCCEQN.svg,222.1,42,0
DELHIVERY,DELHIVERYEQN,,414.0,-1.1,-0.26,415.1,4840,2003760,213525669525.9,447.65,236.53,414.0,https://nsearchives.nseindia.com/today/preOpen_DELHIVERYEQN.svg,412.0,722,0
RBLBANK,RBLBANKEQN,,254.0,-0.65,-0.26,254.65,6789,1724406,151409370233.15,266.9,146.1,254.0,https://nsearchives.nseindia.com/today/preOpen_RBLBANKEQN.svg,253.05,2,0
PEL,PELEQN,,1159.9,-3.1,-0.27,1163.0,141,163545,139049620782.0,1275.0,848.25,1159.9,https://nsearchives.nseindia.com/today/preOpen_PELEQN.svg,1158.8,1,0
VEDL,VEDLEQN,,438.0,-1.2,-0.27,439.2,48054,21047652,742598087222.08,526.95,363.0,438.0,https://nsearchives.nseindia.com/today/preOpen_VEDLEQN.svg,437.2,80,0
IGL,IGLEQN,,220.0,-0.62,-0.28,220.62,5720,1258400,154591267875.53,285.18,153.05,220.0,https://nsearchives.nseindia.com/today/preOpen_IGLEQN.svg,219.3,50,0
NTPC,NTPCEQN,,340.5,-0.95,-0.28,341.45,14059,4787089,1614307158643.31,448.45,292.8,340.5,https://nsearchives.nseindia.com/today/preOpen_NTPCEQN.svg,340.2,1101,0
NYKAA,NYKAAEQN,,216.51,-0.63,-0.29,217.14,15513,3358719,294425016036.99,229.8,154.9,216.51,https://nsearchives.nseindia.com/today/preOpen_NYKAAEQN.svg,215.86,300,0
APLAPOLLO,APLAPOLLOEQN,,1714.0,-5.2,-0.3,1719.2,141,241674,309851697847.16,1936.0,1272.7,1714.0,https://nsearchives.nseindia.com/today/preOpen_APLAPOLLOEQN.svg,1708.4,5,0
HINDALCO,HINDALCOEQN,,673.0,-2.05,-0.3,675.05,21099,14199627,976036987180.91,772.65,546.45,673.0,https://nsearchives.nseindia.com/today/preOpen_HINDALCOEQN.svg,672.0,63,0
CHOLAFIN,CHOLAFINEQN,,1542.0,-4.8,-0.31,1546.8,779,1201218,649299368583.16,1684.4,1168.0,1542.0,https://nsearchives.nseindia.com/today/preOpen_CHOLAFINEQN.svg,1540.1,1,0
INDHOTEL,INDHOTELEQN,,741.0,-2.35,-0.32,743.35,2925,2167425,650637731401.16,894.9,571.05,741.0,https://nsearchives.nseindia.com/today/preOpen_INDHOTELEQN.svg,739.8,5,0
NATIONALUM,NATIONALUMEQN,,188.35,-0.6,-0.32,188.95,9729,1832457,169021329698.22,262.99,137.75,188.35,https://nsearchives.nseindia.com/today/preOpen_NATIONALUMEQN.svg,188.05,200,0
CESC,CESCEQN,,177.85,-0.59,-0.33,178.44,5711,1015701,112626669788.44,212.49,119.0,177.85,https://nsearchives.nseindia.com/today/preOpen_CESCEQN.svg,176.73,50,0
GMRAIRPORT,GMRAIRPORTEQN,,92.0,-0.3,-0.33,92.3,23063,2121796,327814595981.63,103.75,67.75,92.0,https://nsearchives.nseindia.com/today/preOpen_GMRAIRPORTEQN.svg,91.65,12,0
HINDCOPPER,HINDCOPPEREQN,,264.1,-0.9,-0.34,265.0,12017,3173689,86922895821.93,353.0,183.82,264.1,https://nsearchives.nseindia.com/today/preOpen_HINDCOPPEREQN.svg,263.6,450,0
MAZDOCK,MAZDOCKEQN,,3252.0,-11.0,-0.34,3263.0,3737,12152724,246831362716.68,3775.0,1918.05,3252.0,https://nsearchives.nseindia.com/today/preOpen_MAZDOCKEQN.svg,3245.0,211,0
RELIANCE,RELIANCEEQN,,1512.0,-5.2,-0.34,1517.2,45982,69524784,10237192044862.75,1605.85,1114.85,1512.0,https://nsearchives.nseindia.com/today/preOpen_RELIANCEEQN.svg,1510.5,1,0
BANKBARODA,BANKBARODAEQN,,238.0,-0.84,-0.35,238.84,15665,3728270,440793276290.17,266.95,190.7,238.0,https://nsearchives.nseindia.com/today/preOpen_BANKBARODAEQN.svg,237.75,5,0
EICHERMOT,EICHERMOTEQN,,5632.0,-20.0,-0.35,5652.0,1133,6381056,774788123224.89,5906.5,4508.75,5632.0,https://nsearchives.nseindia.com/today/preOpen_EICHERMOTEQN.svg,5622.0,2,0
TATACHEM,TATACHEMEQN,,922.0,-3.25,-0.35,925.25,977,900794,144353149117.28,1247.35,756.0,922.0,https://nsearchives.nseindia.com/today/preOpen_TATACHEMEQN.svg,920.55,5,0
TITAN,TITANEQN,,3408.0,-11.8,-0.35,3419.8,2033,6928464,1404802304509.33,3867.0,2925.0,3408.0,https://nsearchives.nseindia.com/today/preOpen_TITANEQN.svg,3404.6,5,0
BHEL,BHELEQN,,260.35,-0.95,-0.36,261.3,19240,5009134,335056083673.88,334.8,176.0,260.35,https://nsearchives.nseindia.com/today/preOpen_BHELEQN.svg,260.05,100,0
BLUESTARCO,BLUESTARCOEQN,,1790.0,-6.7,-0.37,1796.7,540,966600,232516135703.86,2417.0,1521.0,1790.0,https://nsearchives.nseindia.com/today/preOpen_BLUESTARCOEQN.svg,1781.0,25,0
MCX,MCXEQN,,8301.0,-30.5,-0.37,8331.5,1231,10218531,423852930143.57,9115.0,3620.3,8301.0,https://nsearchives.nseindia.com/today/preOpen_MCXEQN.svg,8298.0,5,0
TATAMOTORS,TATAMOTORSEQN,,692.95,-2.65,-0.38,695.6,17688,12256899,1447592798398.36,1179.0,535.75,692.95,https://nsearchives.nseindia.com/today/preOpen_TATAMOTORSEQN.svg,692.0,1897,0
IRCTC,IRCTCEQN,,781.1,-3.1,-0.4,784.2,1490,1163839,235903044000.0,1059.45,656.0,781.1,https://nsearchives.nseindia.com/today/preOpen_IRCTCEQN.svg,780.05,25,0
HDFCBANK,HDFCBANKEQN,,1998.0,-8.2,-0.41,2006.2,73703,147258594,15228572582981.15,2027.1,1588.05,1998.0,https://nsearchives.nseindia.com/today/preOpen_HDFCBANKEQN.svg,1996.5,50,0
ANGELONE,ANGELONEEQN,,2716.0,-11.4,-0.42,2727.4,1156,3139696,158274281608.96,3503.15,1941.0,2716.0,https://nsearchives.nseindia.com/today/preOpen_ANGELONEEQN.svg,2706.2,5,0
GRANULES,GRANULESEQN,,471.8,-2.0,-0.42,473.8,1822,859619,68543119583.89,721.0,422.0,471.8,https://nsearchives.nseindia.com/today/preOpen_GRANULESEQN.svg,471.0,106,0
INOXWIND,INOXWINDEQN,,177.99,-0.75,-0.42,178.74,8285,1474647,149248994982.55,261.9,130.32,177.99,https://nsearchives.nseindia.com/today/preOpen_INOXWINDEQN.svg,177.6,200,0
LAURUSLABS,LAURUSLABSEQN,,790.2,-3.3,-0.42,793.5,7085,5598567,309426322119.82,800.0,414.0,790.2,https://nsearchives.nseindia.com/today/preOpen_LAURUSLABSEQN.svg,787.7,2,0
MGL,MGLEQN,,1476.0,-6.2,-0.42,1482.2,264,389664,84068762937.73,1988.0,1075.25,1476.0,https://nsearchives.nseindia.com/today/preOpen_MGLEQN.svg,1471.0,50,0
AMBER,AMBEREQN,,7720.0,-33.0,-0.43,7753.0,1107,8546040,158047366299.74,8177.0,3964.0,7720.0,https://nsearchives.nseindia.com/today/preOpen_AMBEREQN.svg,7701.0,5,0
DLF,DLFEQN,,828.0,-3.55,-0.43,831.55,2574,2131272,532257547379.03,929.0,601.2,828.0,https://nsearchives.nseindia.com/today/preOpen_DLFEQN.svg,827.0,107,0
IEX,IEXEQN,,205.5,-0.88,-0.43,206.38,4581,941395,156037066990.41,244.4,151.0,205.5,https://nsearchives.nseindia.com/today/preOpen_IEXEQN.svg,205.15,250,0
SAIL,SAILEQN,,134.2,-0.58,-0.43,134.78,30980,4157516,194475573400.16,156.35,99.15,134.2,https://nsearchives.nseindia.com/today/preOpen_SAILEQN.svg,134.0,3340,0
SIEMENS,SIEMENSEQN,,3178.0,-13.6,-0.43,3191.6,525,1668450,281234624109.22,8129.9,2450.0,3178.0,https://nsearchives.nseindia.com/today/preOpen_SIEMENSEQN.svg,3174.5,10,0
JUBLFOOD,JUBLFOODEQN,,685.0,-3.0,-0.44,688.0,925,633625,260000894281.66,796.75,548.75,685.0,https://nsearchives.nseindia.com/today/preOpen_JUBLFOODEQN.svg,683.0,38,0
POLICYBZR,POLICYBZREQN,,1824.1,-8.0,-0.44,1832.1,480,875568,606415362206.12,2246.9,1311.35,1824.1,https://nsearchives.nseindia.com/today/preOpen_POLICYBZREQN.svg,1822.0,1,0
TATACONSUM,TATACONSUMEQN,,1083.9,-5.0,-0.46,1088.9,2273,2463704,705319678313.59,1250.1,882.9,1083.9,https://nsearchives.nseindia.com/today/preOpen_TATACONSUMEQN.svg,1082.0,67,0
EXIDEIND,EXIDEINDEQN,,387.05,-1.9,-0.49,388.95,2819,1091093,176091763000.0,580.95,328.0,387.05,https://nsearchives.nseindia.com/today/preOpen_EXIDEINDEQN.svg,386.1,6,0
HEROMOTOCO,HEROMOTOCOEQN,,4300.1,-21.2,-0.49,4321.3,352,1513635,558802742480.67,6246.25,3344.0,4300.1,https://nsearchives.nseindia.com/today/preOpen_HEROMOTOCOEQN.svg,4295.0,15,0
TATATECH,TATATECHEQN,,704.95,-3.6,-0.51,708.55,5447,3839862,109001936274.67,1136.0,597.0,704.95,https://nsearchives.nseindia.com/today/preOpen_TATATECHEQN.svg,703.55,100,0
TITAGARH,TITAGARHEQN,,945.0,-4.8,-0.51,949.8,2553,2412585,75819055848.48,1800.9,654.55,945.0,https://nsearchives.nseindia.com/today/preOpen_TITAGARHEQN.svg,941.8,50,0
BEL,BELEQN,,411.0,-2.5,-0.6,413.5,55026,22615686,1476388074701.56,436.0,240.25,411.0,https://nsearchives.nseindia.com/today/preOpen_BELEQN.svg,410.5,3942,0
CYIENT,CYIENTEQN,,1286.0,-7.9,-0.61,1293.9,422,542692,109161384025.51,2157.45,1084.05,1286.0,https://nsearchives.nseindia.com/today/preOpen_CYIENTEQN.svg,1283.0,100,0
MFSL,MFSLEQN,,1572.7,-10.1,-0.64,1582.8,210,330267,414911049336.85,1666.9,950.0,1572.7,https://nsearchives.nseindia.com/today/preOpen_MFSLEQN.svg,1567.4,120,0
SBICARD,SBICARDEQN,,929.05,-6.45,-0.69,935.5,1464,1360129,279400087314.29,1027.25,659.8,929.05,https://nsearchives.nseindia.com/today/preOpen_SBICARDEQN.svg,922.0,15,0
CDSL,CDSLEQN,,1735.0,-12.2,-0.7,1747.2,11834,20531990,310377664396.8,1989.8,1047.45,1735.0,https://nsearchives.nseindia.com/today/preOpen_CDSLEQN.svg,1732.5,200,0
HAL,HALEQN,,4881.0,-34.6,-0.7,4915.6,5091,24849171,930262611572.4,5580.0,3046.05,4881.0,https://nsearchives.nseindia.com/today/preOpen_HALEQN.svg,4877.0,5,0
POONAWALLA,POONAWALLAEQN,,464.05,-3.25,-0.7,467.3,897,416252,133514048466.73,483.4,267.2,464.05,https://nsearchives.nseindia.com/today/preOpen_POONAWALLAEQN.svg,463.1,100,0
TVSMOTOR,TVSMOTOREQN,,2810.0,-20.1,-0.71,2830.1,1591,4470710,662341483760.09,2960.3,2171.4,2810.0,https://nsearchives.nseindia.com/today/preOpen_TVSMOTOREQN.svg,2803.5,100,0
ABCAPITAL,ABCAPITALEQN,,270.0,-2.0,-0.74,272.0,3985,1075950,193470787341.52,282.65,149.01,270.0,https://nsearchives.nseindia.com/today/preOpen_ABCAPITALEQN.svg,269.2,50,0
HUDCO,HUDCOEQN,,229.6,-1.76,-0.76,231.36,5536,1271065,115605100611.0,353.7,158.85,229.6,https://nsearchives.nseindia.com/today/preOpen_HUDCOEQN.svg,229.1,250,0
OFSS,OFSSEQN,,8708.0,-69.0,-0.79,8777.0,475,4136300,207669371227.63,13220.0,7038.0,8708.0,https://nsearchives.nseindia.com/today/preOpen_OFSSEQN.svg,8702.0,1,0
HDFCLIFE,HDFCLIFEEQN,,765.0,-6.25,-0.81,771.25,7014,5365710,823039489310.32,820.75,584.3,765.0,https://nsearchives.nseindia.com/today/preOpen_HDFCLIFEEQN.svg,764.2,25,0
IIFL,IIFLEQN,,516.15,-4.75,-0.91,520.9,3508,1810654,120174211220.99,560.6,279.8,516.15,https://nsearchives.nseindia.com/today/preOpen_IIFLEQN.svg,515.0,1102,0
BAJFINANCE,BAJFINANCEEQN,,938.7,-8.95,-0.94,947.65,27687,25989786,2509195298315.82,978.8,642.5,938.7,https://nsearchives.nseindia.com/today/preOpen_BAJFINANCEEQN.svg,937.65,51,0
MPHASIS,MPHASISEQN,,2834.0,-27.1,-0.95,2861.1,876,2482584,325947593228.12,3237.95,2044.55,2834.0,https://nsearchives.nseindia.com/today/preOpen_MPHASISEQN.svg,2829.6,5,0
BHARATFORG,BHARATFORGEQN,,1222.0,-12.8,-1.04,1234.8,7551,9227322,325439349341.36,1771.2,919.1,1222.0,https://nsearchives.nseindia.com/today/preOpen_BHARATFORGEQN.svg,1220.4,50,0
KPITTECH,KPITTECHEQN,,1240.0,-13.2,-1.05,1253.2,3169,3929560,204585639534.48,1928.7,1020.6,1240.0,https://nsearchives.nseindia.com/today/preOpen_KPITTECHEQN.svg,1238.0,43,0
ETERNAL,ETERNALEQN,,260.0,-2.85,-1.08,262.85,106011,27562860,1818461160188.15,304.7,194.8,260.0,https://nsearchives.nseindia.com/today/preOpen_ETERNALEQN.svg,259.8,1090,0
BHARTIARTL,BHARTIARTLEQN,,1942.0,-22.5,-1.15,1964.5,149945,291193190,5338252267963.01,2045.8,1421.45,1942.0,https://nsearchives.nseindia.com/today/preOpen_BHARTIARTLEQN.svg,1941.1,1050,0
BSOFT,BSOFTEQN,,423.0,-4.95,-1.16,427.95,2745,1161135,70341618180.79,760.45,331.0,423.0,https://nsearchives.nseindia.com/today/preOpen_BSOFTEQN.svg,422.45,28,0
HCLTECH,HCLTECHEQN,,1643.2,-20.5,-1.23,1663.7,22869,37578340,1753792662157.31,2012.2,1302.75,1643.2,https://nsearchives.nseindia.com/today/preOpen_HCLTECHEQN.svg,1641.5,5,0
TECHM,TECHMEQN,,1580.0,-20.1,-1.26,1600.1,5087,8037460,1013950664880.18,1807.7,1209.4,1580.0,https://nsearchives.nseindia.com/today/preOpen_TECHMEQN.svg,1577.0,13,0
PERSISTENT,PERSISTENTEQN,,5600.0,-80.5,-1.42,5680.5,2740,15344000,607261672089.6,6788.9,4148.95,5600.0,https://nsearchives.nseindia.com/today/preOpen_PERSISTENTEQN.svg,5585.0,25,0
LTIM,LTIMEQN,,5240.0,-80.0,-1.5,5320.0,922,4831280,490173924946.85,6767.95,3802.0,5240.0,https://nsearchives.nseindia.com/today/preOpen_LTIMEQN.svg,5221.0,45,0
WIPRO,WIPROEQN,,261.0,-4.05,-1.53,265.05,87731,22897791,754072076645.12,324.6,228.0,261.0,https://nsearchives.nseindia.com/today/preOpen_WIPROEQN.svg,260.7,175,0
INFY,INFYEQN,,1579.1,-36.7,-2.27,1615.8,146929,232015583,5814823969827.45,2006.45,1307.0,1579.1,https://nsearchives.nseindia.com/today/preOpen_INFYEQN.svg,1577.7,13,0
TCS,TCSEQN,,3299.9,-82.1,-2.43,3382.0,160733,530402826,3457668554632.1,4592.25,3056.05,3299.9,https://nsearchives.nseindia.com/today/preOpen_TCSEQN.svg,3297.0,18,0
IREDA,IREDAEQN,,161.0,-8.64,-5.09,169.64,558429,89907069,134777533968.05,310.0,137.01,161.0,https://nsearchives.nseindia.com/today/preOpen_IREDAEQN.svg,160.67,206,0
TATAELXSI,TATAELXSIEQN,,5666.0,-471.5,-7.68,6137.5,31815,180263790,212113490501.92,9080.0,4700.0,5666.0,https://nsearchives.nseindia.com/today/preOpen_TATAELXSIEQN.svg,5656.0,8,0
